My Fuel Manager - Fuel
Date;Fillup volume;Odometer;Total price;Currency;Fuel;Tank status after fillup;%;Note;Vehicle name
9/23/2018;36.36;332480;1643.11;USD;2;P;99;"She'll подмосковье, Зверково 51 км ФАД Клин дмитров";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/22/2018;40.63;331892;1747.09;USD;2;F;100;"Гпн, Нижегородская область";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/21/2018;45;331253;1971;USD;2;P;95;"Можга, татнефть";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/20/2018;9.2;330495;412.16;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/19/2018;54.98;330406;2375.14;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/4/2018;55;329874;2376;USD;2;P;95;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/21/2018;55;329275;2376;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/3/2018;52.04;328636;2248.13;USD;2;F;100;"Шпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/16/2018;53.86;328105;2326.75;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/2/2018;59.92;327556;2588.54;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/15/2018;53;326939;2305.5;USD;2;P;93;"Гпн, минус 30 копеек";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/1/2018;50;326400;2190;USD;2;P;90;"Гпн, подоожало на 30коп";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/25/2018;22.47;326156;999.92;USD;2;P;45;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/15/2018;30;325821;1254;USD;2;P;57;"Гпн, подорожало на 30 коп";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/5/2018;35;325102;1452.5;USD;2;P;95;"Гпн,Курган";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/5/2018;45.17;324068;1529.2;USD;2;F;100;"Гпн, Караганда";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/5/2018;30;324634;1003.39;USD;2;P;92;"Гелиос, Кокчетав";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/4/2018;35;323399;1171.06;USD;2;F;100;"Чиганак, Гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/3/2018;34.58;322764;1188.35;USD;2;F;100;"Нпн, талдыкургпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/30/2018;50;322277;1754.96;USD;2;P;93;"Гпн, алматы";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/26/2018;55.56;321384;1950.1;USD;2;F;100;"Алмата, ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/24/2018;30;321008;1035;USD;2;P;55;"Текели, гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/22/2018;54.33;319553;1905;USD;2;F;100;"Астана, ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/22/2018;30;320419;989.23;USD;2;P;63;"Чиганак, Гелиос ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/21/2018;25;318722;1022.5;USD;2;F;100;"Курган";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/20/2018;40;318321;1616;USD;2;F;100;"Еще на 20 коп подоржало";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/12/2018;54.88;317922;2206.18;USD;2;F;100;"Подорожало топливо на 20 коп";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/2/2018;45;317304;1813.5;USD;2;P;97;"Невьянск";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/30/2018;40;316800;1612;USD;2;P;93;"Невьянск";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/18/2018;52;316346;2069.6;USD;2;P;99;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/1/2018;55.44;315833;2206.5;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/11/2018;50.25;315366;2000;USD;2;P;97;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/19/2018;53.93;314870;2146.4;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/28/2017;55.32;314353;2196.2;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/12/2017;57;313810;2240.1;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/2/2017;40;313381;1632;USD;2;P;76;"Гпн, екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/1/2017;60;312464;2448;USD;2;F;100;"Гпн, екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/15/2017;56.99;311891;2222.6;USD;2;F;100;"Гпн, екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/10/2017;48.27;310259;1810.13;USD;2;F;100;"Нижний Новгород, ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/10/2017;40;311096;1582;USD;2;P;92;"Ижевск, Лукойл";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/10/2017;30.03;309088;2332.1;USD;2;P;58;"Граница РЛ-Рб, K-Circle,EUR";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/9/2017;47.03;309447;1849.22;USD;2;F;100;"Лукойл, смоленск";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/8/2017;36.16;308441;2802;USD;2;P;74;"Граница Польши-Литвы, k-Circle, EUR";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/5/2017;50;307530;3862.45;USD;2;F;100;"МАЛЬБОРК, She'll, pln";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/1/2017;53.23;306726;3614.62;USD;2;F;100;"Вильнюс,Лукойл/Viada";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/29/2017;38.94;305798;1507.82;USD;2;F;100;"Витебск, Лукойл";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/29/2017;45.46;305045;1777.03;USD;2;F;100;"Елец, Лукойл";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/28/2017;42.39;304231;1691.36;USD;2;F;100;"Сызрань,ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/27/2017;30;303623;1140;USD;2;P;94;"Баш нефть,Уфа";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/26/2017;52.41;303065;1965.4;USD;2;F;100;"Гпн, полный бак и канистра, литров 7";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/10/2017;58.04;302593;2164.89;USD;2;F;100;"Гпн, Екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/6/2017;34.68;301667;1293.56;USD;2;F;100;"Гпн, Невьянск ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/27/2017;56.57;301306;2110.06;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/17/2017;40.21;300920;1499.83;USD;2;P;75;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/7/2017;57.48;300298;2144;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/28/2017;60.16;299630;2243.97;USD;2;F;100;"Гпн, екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/25/2017;43;298700;1603.9;USD;2;P;92;"Невьянск,ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/24/2017;30;298393;1119;USD;2;P;57;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/16/2017;30;298080;1119;USD;2;P;59;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/12/2017;30;297587;1140;USD;2;P;75;"Серов, ГПН";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/6/2017;55.58;296816;2073.13;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/22/2017;60;296185;2238;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/17/2017;10;295800;373;USD;2;P;61;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/7/2017;57;295375;2126.1;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/1/2017;50;294684;1830;USD;2;P;96;"Гпн,Кургпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/29/2017;56.74;293788;1505;USD;2;F;100;"Астана";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/27/2017;35;292971;1281;USD;2;F;100;"Курган";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/26/2017;47;292475;1753.1;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/16/2017;30;292050;1119;USD;2;P;85;"Грюпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/11/2017;53.74;291610;2085.11;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/2/2017;45;290152;1669.5;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/2/2017;55;291028;2040.5;USD;2;P;94;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/24/2017;53.62;289645;2000.03;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/10/2017;57.01;289080;2183.48;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/29/2017;25.77;288740;999.88;USD;2;P;52;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/20/2017;26.1;288476;999.63;USD;2;P;51;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/9/2017;52;287926;1976;USD;2;P;94;"Лукойл, радуга";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/27/2017;53;287349;2067;USD;2;P;90;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/21/2017;26.25;287130;999.65;USD;2;P;52;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/9/2017;55;286514;2090;USD;2;P;97;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/22/2017;55;285897;2090;USD;2;F;100;"Лукойл, Радуга";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/10/2017;51.2;285420;1999.92;USD;2;P;90;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/5/2017;30;285164;1158;USD;2;P;55;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/22/2017;56.55;284689;2216.76;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/13/2017;40;284022;1552;USD;2;P;92;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/4/2017;50;283400;1905;USD;2;F;100;"Гпн после такси";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/27/2016;53.5;282937;2000;USD;2;P;95;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/20/2016;10;282637;368;USD;2;P;60;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/9/2016;45;282435;1665;USD;2;P;92;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/3/2016;27;282261;1000;USD;2;P;50;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/18/2016;30;281877;1095;USD;2;P;96;"Лукойл, Радуга";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/3/2016;52;281557;1913.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/11/2016;54.42;281076;1942.79;USD;2;F;100;"Гпн";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/30/2016;58.48;280328;2000.02;USD;2;F;100;"Курган, Газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/29/2016;42;278676;1080;USD;2;F;100;"Чиганак, Гелиос, 5416 тенге";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/29/2016;40.39;279330;1065;USD;2;F;100;"Караганда, Газпромнефть";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/28/2016;22.69;278053;590;USD;2;F;100;"Газпром, Талдыкуршан";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/27/2016;41.41;277715;1060;USD;2;F;100;"Газпром,Алмата";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/23/2016;55.8;277078;1430;USD;2;F;100;"Газпромнефть, ТалдыКурган";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/18/2016;30.77;275512;800;USD;2;F;100;"Караганда, Газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/18/2016;46.67;276180;1204;USD;2;F;100;"Чиганак, гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/17/2016;23.4;274520;800.28;USD;2;F;100;"Курган";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/17/2016;30.2;275004;790;USD;2;F;100;"Кокчетав, Гелиос ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/2/2016;59;273798;2106.3;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/20/2016;28.01;273500;999.96;USD;2;P;46;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/13/2016;24.14;273258;861.8;USD;2;P;52;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/30/2016;28.07;272869;999.96;USD;2;P;79;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/28/2016;28;272104;999.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/22/2016;55;271799;1963.5;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/8/2016;28.1;271517;999.96;USD;2;P;61;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/20/2016;56.44;270929;2009.26;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/29/2016;52;270240;1835.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/28/2016;42.43;265062;870;USD;2;F;100;"Чиганак, гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/28/2016;32.36;265576;670;USD;2;F;100;"Талды-Курган, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/27/2016;32.33;263849;670;USD;2;F;100;"Кокчетав, гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/27/2016;33;264385;670;USD;2;F;100;"Караганда, Газпромнефть";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/26/2016;45;262966;1540;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/26/2016;25;263375;890;USD;2;F;100;"Курган, Газпромнефть";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/21/2016;56.73;262385;1996.9;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/15/2016;14.2;262249;500;USD;2;P;30;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/25/2016;54;261672;1911.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/9/2016;53.57;261227;1896.38;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/13/2016;44.82;260680;1586.63;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/28/2016;56.37;260295;1995.5;USD;2;P;94;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/9/2016;52.36;259808;1869.25;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/26/2015;49.83;232323;1689.24;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
4/11/2015;30;231800;1010;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/19/2015;56.01;231320;1898.74;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/13/2015;55;230679;1903;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/11/2015;14.74;230300;500;USD;2;P;52;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/8/2015;40;229641;1384;USD;2;P;97;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
3/4/2015;50;229054;1695;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/28/2015;50;228385;1730;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/14/2015;45;227850;1525.5;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
2/6/2015;50.89;227298;1725.17;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/31/2015;52.91;226648;1793.65;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/20/2015;53;226095;1796.7;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/11/2015;55;225533;1864.5;USD;2;P;95;"Екб";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/9/2015;45;224126;2430;USD;2;F;100;"Караганда";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/9/2015;36.44;224661;2174.23;USD;2;F;100;"Кокчетав";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/8/2015;54.68;223135;1950;USD;2;F;100;"Капчагай";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/8/2015;20;223458;1193.33;USD;2;F;100;"Чиганак";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
1/3/2015;45.98;222389;1639.67;USD;2;F;100;"Талдыкурган, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/28/2014;47.06;220599;2541;USD;2;P;99;"Караганда, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/28/2014;35;221258;2088.33;USD;2;P;90;"Чиганак, гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/28/2014;45.68;221777;1523.57;USD;2;F;100;"Талдыкурган, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/27/2014;34.57;219567;1026.08;USD;2;F;100;"Курган, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/27/2014;20;220048;1182.67;USD;2;P;80;"Кокчетав, Гелиос";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/25/2014;58.01;219082;1966.54;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
12/12/2014;56.82;218501;1970;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/23/2014;53.93;218043;1870;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/11/2014;56;217327;1937.6;USD;2;P;95;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
11/5/2014;20;217116;674;USD;2;P;39;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/18/2014;43.8;216563;1449.78;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/16/2014;40;215106;1316;USD;2;P;92;"ЛУКОЙЛ, пенза";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/16/2014;60;215935;2031;USD;2;F;100;"ЛУКОЙЛ, Уфа";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/15/2014;30;213966;1380;USD;2;P;65;"Газпром, Гомель ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/15/2014;49;214345;1533;USD;2;F;100;"Газпром, Орел";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/15/2014;55.91;213108;3900;USD;2;F;100;"Shell, Варшава";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/14/2014;54.93;212231;4067.55;USD;2;F;100;"Shell, Прага";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/13/2014;20;211884;1514.62;USD;2;P;55;"Карловы Вары, OMV";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/10/2014;41.04;211065;2727;USD;2;F;100;"Shell, Варшава ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/6/2014;50.84;210329;2275.38;USD;2;F;100;"Минск, газпромнефть";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/4/2014;59.34;209556;1744.6;USD;2;F;100;"Орел, газпром";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/3/2014;54.33;208742;1760;USD;2;F;100;"ЛУКОЙЛ, Пенза";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
10/3/2014;45.89;207898;1553.38;USD;2;F;100;"Уфа, ЛУКОЙЛ ";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/29/2014;16;207302;529.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/25/2014;56.12;207162;1857.57;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
9/13/2014;50;206630;1655;USD;2;P;92;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/31/2014;40;206297;1324;USD;2;P;80;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/9/2014;57.12;205715;1890.6;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/4/2014;49.06;204982;1626.89;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
8/2/2014;50;204336;1680;USD;2;P;98;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/27/2014;28;203690;926.8;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/25/2014;31.72;203635;1049.93;USD;2;P;65;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/18/2014;40;202987;1344;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
7/17/2014;56.66;202376;1875.45;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/30/2014;40;201728;1324;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/26/2014;40;201360;1324;USD;2;P;75;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/21/2014;40;200887;1324;USD;2;P;75;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/17/2014;45;200447;1489.5;USD;2;P;66;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/14/2014;35.67;411595;1200.3;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
6/13/2014;53;410998;1727.5;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
6/11/2014;45.53;410292;1470.16;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
6/10/2014;50;199650;1655;USD;2;P;96;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/10/2014;50;409654;1665;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
6/7/2014;10;199549;331;USD;2;P;30;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
6/6/2014;20;199278;656;USD;2;P;50;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/26/2014;51.38;198666;1700.68;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/23/2014;10;198568;331;USD;2;P;37;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/12/2014;52.01;197995;1721.53;USD;2;F;100;"";"AUDI A4 Avant 2.0 TDI Komfort - 105.00kW [2009]"
5/9/2014;24.34;405231;2799.1;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
5/9/2014;48.7;405874;5600;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
5/9/2014;53.49;406593;6151;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
5/8/2014;40.05;404915;4605.75;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
5/7/2014;62;404444;7130;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
5/2/2014;25;193487;2875;USD;1;P;95;"";"LADA 2110 1.5 16V Komfort [2004]"
5/2/2014;26.62;193852;3061;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/29/2014;39.33;192567;4523;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/29/2014;47.98;403159;4894;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
4/29/2014;18.2;192854;2093;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/29/2014;16.98;403439;1732;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
4/29/2014;24.78;193182;2849.7;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/29/2014;24.49;403758;2498;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
4/28/2014;45;191646;2475;USD;1;F;100;"";"LADA 2110 1.5 16V Komfort [2004]"
4/28/2014;60.79;402589;1500;USD;2;F;100;"";"AUDI A6 Avant 2.5 TDI [2002]"
