filename,liters,unitPrice,total,fuelKind,currency
pump-281-gilbarco-circlek-night-pump12-2349l-1949-ee.jpg,23.49,1.949,45.78,,EUR
pump-282-gilbarco-circlek-sikupilli-1723l-1999-ee.jpg,17.23,1.999,34.44,,EUR
pump-283-gilbarco-circlek-sikupilli-1438l-2299-ee.jpg,14.38,2.299,33.06,,EUR
pump-284-gilbarco-circlek-sikupilli-glare-2003l-2169-ee.jpg,20.03,2.169,43.45,,EUR
pump-285-gilbarco-circlek-sikupilli-500l-2199-ee.jpg,5.00,2.199,11.00,,EUR
pump-286-gilbarco-circlek-sikupilli-pump7-4089l-2199-pair-ee.jpg,40.89,2.199,89.92,,EUR
pump-287-wayne-circlek-jarvevana-pump8-2991l-board-ee.jpg,29.91,,66.22,,EUR
pump-288-wayne-circlek-jarvevana-liitrid-3414l-board-ee.jpg,34.14,,69.27,,EUR
pump-289-wayne-circlek-jarvevana-liitrid-preset-60-2710l-board-ee.jpg,27.10,,60.00,,EUR
pump-290-wayne-circlek-jarvevana-pump2-1479l-board-pair-ee.jpg,14.79,,29.93,,EUR
pump-291-wayne-circlek-jarvevana-pump1-oblique-4181l-board-ee.jpg,41.81,,86.50,,EUR
pump-292-gilbarco-circlek-pump5-4010l-2004-ee.jpg,40.10,2.004,80.36,,EUR
pump-293-gilbarco-circlek-pump5-4010l-2004-second-angle-ee.jpg,40.10,,80.36,,EUR
pump-294-gilbarco-circlek-pump3-1901l-2079-ee.jpg,19.01,2.079,39.52,,EUR
pump-295-gilbarco-circlek-pump4-1360l-2209-ee.jpg,13.60,2.209,30.04,,EUR
pump-296-wayne-circlek-liitrid-5127l-board-ee.jpg,51.27,,114.28,,EUR
pump-297-wayne-circlek-liitrid-glare-765l-board-ee.jpg,7.65,,,,EUR
pump-298-wayne-circlek-liitrid-6953l-board-ee.jpg,69.53,,154.98,,EUR
pump-299-wayne-circlek-liitrid-2276l-board-ee.jpg,22.76,,50.73,,EUR
pump-300-wayne-circlek-liitrid-1370l-board-ee.jpg,13.70,,27.87,,EUR
pump-301-wayne-circlek-liitrid-idle-reflection-board-ee.jpg,,,,,EUR
pump-302-wayne-circlek-liitrid-tilted-1384l-board-ee.jpg,13.84,,,,EUR
pump-303-unknown-lpg-3222-7877l-0409-fr.jpg,78.77,0.409,32.22,,EUR
pump-304-tokheim-casadei-prix-volume-reflection-22047-9152l-2409-fr.jpg,91.52,2.409,220.47,,EUR
pump-305-tokheim-prix-volume-tilted-15250-6078l-2509-fr.jpg,60.78,2.509,152.50,,EUR
pump-306-tokheim-twin-idle-betrag-abgabe-zeros-de.jpg,,,,,EUR
pump-307-unknown-total-excellium-corrected-15c-board-19772-8475l-2333-be.jpg,84.75,2.333,197.72,,EUR
pump-308-gilbarco-uk-this-sale-preset-500-311l-1609-board-gb.jpg,3.11,1.609,5.00,,GBP
pump-309-gilbarco-uk-this-sale-preset-1600-1234l-1297-board-gb.jpg,12.34,1.297,16.00,,GBP
pump-310-gilbarco-uk-this-sale-oblique-14166-8696l-1629-board-gb.jpg,86.96,1.629,141.66,,GBP
pump-311-gilbarco-tesco-pump7-far-7383-5203l-1419-board-gb.jpg,52.03,1.419,73.83,,GBP
pump-312-gilbarco-uk-night-caption-7891-4112l-1919-board-gb.jpg,41.12,1.919,78.91,,GBP
pump-313-unknown-uk-blue-pump4-no-price-window-9639-5707l-1689-board-gb.jpg,57.07,1.689,96.39,,GBP
pump-314-gilbarco-uk-this-sale-15386-9274l-1659-board-gb.jpg,92.74,1.659,153.86,,GBP
pump-315-unknown-finland-euroa-litraa-reflection-1226-583l-2103-board-fi.jpg,5.83,2.103,12.26,,EUR
pump-316-gilbarco-uk-night-preset-4900-3632l-1349-board-gb.jpg,36.32,1.349,49.00,,GBP
pump-317-wayne-lafon-nozzles-3508-2340l-1499-fr.jpg,23.40,1.499,35.08,,EUR
pump-318-wayne-lafon-leclerc-louhans-cropped-8373-4363l-1919-fr.jpg,43.63,1.919,83.73,,EUR
pump-319-wayne-neste-11808-5639l-board-rain-ee.jpg,56.39,,118.08,,EUR
pump-320-wayne-neste-11808-5639l-board-rain-tilted-second-angle-ee.jpg,56.39,,118.08,,EUR
pump-321-wayne-neste-3848-2005l-board-rain-tilted-ee.jpg,20.05,,38.48,,EUR
pump-322-wayne-neste-6503-3389l-board-rain-tilted-ee.jpg,33.89,,65.03,,EUR
pump-323-wayne-neste-6503-3389l-board-rain-second-angle-ee.jpg,33.89,,65.03,,EUR
pump-324-gilbarco-circlek-17401-8310l-2094-rain-ee.jpg,83.10,2.094,174.01,,EUR
pump-325-gilbarco-circlek-17401-8310l-2094-rain-second-angle-ee.jpg,83.10,2.094,174.01,,EUR
pump-326-gilbarco-circlek-2117-1011l-2094-rain-ee.jpg,10.11,2.094,21.17,,EUR
pump-327-gilbarco-circlek-6772-3234l-2094-rain-ee.jpg,32.34,2.094,67.72,,EUR
pump-328-wayne-neste-4736-2381l-board-rain-tilted-ee.jpg,23.81,,47.36,,EUR
pump-329-gilbarco-circlek-2020-951l-2124-night-tilted-ee.jpg,9.51,2.124,20.20,,EUR
pump-330-gilbarco-circlek-7645-3591l-2129-night-oblique-ee.jpg,35.91,2.129,76.45,,EUR
pump-331-gilbarco-circlek-3264-1533l-2129-night-ee.jpg,15.33,2.129,32.64,,EUR
pump-332-unknown-alexela-black-lcd-idle-board-reflection-ee.jpg,0.00,,0.00,,EUR
pump-333-unknown-alexela-cng-2106-1109kg-dead-segments-ee.jpg,11.09,1.899,21.06,,EUR
pump-334-unknown-alexela-black-lcd-idle-board-self-reflection-ee.jpg,0.00,,0.00,,EUR
pump-335-unknown-alexela-black-lcd-idle-board-ee.jpg,0.00,,0.00,,EUR
